359,PEG,49,60,3049437,54,21,Utilities,HIGH,STABLE,BUDGET
360,PEP,96,123,5258166,111,24,Consumer Staples,HIGH,STABLE,ANY
361,PFE,34,46,22558610,41,30,Health Care,HIGH,STABLE,BUDGET
362,PFG,40,62,1672867,53,41,Financials,LOW,GROWTH,BUDGET
363,PG,71,105,9185408,87,40,Consumer Staples,HIGH,GROWTH,BUDGET
364,PGR,57,74,3346668,66,26,Financials,HIGH,STABLE,BUDGET
365,PH,141,193,1105844,168,31,Industrials,LOW,STABLE,ANY
366,PHM,21,33,5219968,28,45,Consumer Discretionary,HIGH,GROWTH,BUDGET
367,PKG,78,125,883876,104,45,Materials,LOW,GROWTH,ANY
368,PKI,71,103,614525,85,38,Health Care,LOW,GROWTH,BUDGET
369,PLD,55,74,2926865,66,29,Real Estate,HIGH,STABLE,BUDGET
370,PM,65,104,6466485,82,47,Consumer Staples,HIGH,GROWTH,BUDGET
371,PNC,108,152,2412721,134,33,Financials,HIGH,STABLE,ANY
372,PNR,35,49,1661971,42,32,Industrials,LOW,STABLE,BUDGET
373,PNW,73,97,994019,84,28,Utilities,LOW,STABLE,BUDGET
374,PPG,94,117,1650140,107,21,Materials,LOW,STABLE,ANY
375,PPL,25,33,5586038,30,26,Utilities,HIGH,STABLE,BUDGET
376,PRGO,36,83,1464762,65,73,Health Care,LOW,GROWTH,BUDGET
377,PRU,76,109,2136480,96,35,Financials,LOW,STABLE,BUDGET
378,PSA,192,235,948903,210,20,Real Estate,LOW,STABLE,ANY
379,PSX,78,124,2704730,105,43,Energy,HIGH,GROWTH,ANY
380,PVH,86,169,1118155,132,63,Consumer Discretionary,LOW,GROWTH,ANY
381,PWR,28,40,1398241,34,37,Industrials,LOW,STABLE,BUDGET
382,PXD,119,213,1652562,166,57,Energy,LOW,GROWTH,ANY
383,PYPL,70,109,8286827,88,44,Information Technology,HIGH,GROWTH,BUDGET
384,QCOM,49,77,13356478,59,47,Information Technology,HIGH,GROWTH,BUDGET
385,QRVO,55,87,1319563,73,44,Information Technology,LOW,GROWTH,BUDGET
386,RCL,89,134,1775907,113,39,Consumer Discretionary,LOW,GROWTH,ANY
387,RE,201,253,284934,222,23,Financials,LOW,STABLE,ANY
388,REG,55,69,1096001,63,22,Real Estate,LOW,STABLE,BUDGET
389,REGN,282,442,763171,370,43,Health Care,LOW,GROWTH,ANY
390,RF,12,20,12500376,17,44,Financials,HIGH,GROWTH,BUDGET
391,RHI,53,80,1219981,66,41,Industrials,LOW,GROWTH,BUDGET
392,RHT,115,184,2132647,162,42,Information Technology,LOW,GROWTH,ANY
393,RJF,69,102,938958,86,38,Financials,LOW,GROWTH,BUDGET
394,RL,96,148,1102504,123,42,Consumer Discretionary,LOW,GROWTH,ANY
395,RMD,91,119,850039,105,26,Health Care,LOW,STABLE,ANY
396,ROK,141,198,1058727,173,33,Industrials,LOW,STABLE,ANY
397,ROL,32,43,1007555,38,29,Industrials,LOW,STABLE,BUDGET
398,ROP,246,351,447251,292,36,Industrials,LOW,STABLE,ANY
399,ROST,76,104,2760803,90,32,Consumer Discretionary,HIGH,STABLE,BUDGET
400,RSG,64,81,1421376,73,23,Industrials,LOW,STABLE,BUDGET
401,RTN,144,230,1880048,190,45,Industrials,LOW,GROWTH,ANY
402,SBAC,146,204,810241,167,35,Real Estate,LOW,STABLE,ANY
403,SBUX,47,77,11180778,61,49,Consumer Discretionary,HIGH,GROWTH,BUDGET
404,SCHW,38,60,6957271,49,46,Financials,HIGH,GROWTH,BUDGET
405,SEE,30,47,1901758,41,42,Materials,LOW,GROWTH,BUDGET
406,SHW,355,480,730104,415,30,Materials,LOW,STABLE,ANY
407,SIVB,178,334,564087,272,57,Financials,LOW,GROWTH,ANY
408,SJM,91,123,1264256,107,30,Consumer Staples,LOW,STABLE,ANY
409,SLB,35,75,9525056,56,73,Energy,HIGH,GROWTH,BUDGET
410,SLG,77,107,716331,95,31,Real Estate,LOW,STABLE,BUDGET
411,SNA,135,189,643915,161,34,Industrials,LOW,STABLE,ANY
412,SNPS,79,119,1156312,94,43,Information Technology,LOW,GROWTH,BUDGET
413,SO,42,53,5620154,47,22,Utilities,HIGH,STABLE,BUDGET
414,SPG,146,191,1500173,174,26,Real Estate,LOW,STABLE,ANY
415,SPGI,157,217,1340637,195,31,Financials,LOW,STABLE,ANY
416,SRE,100,130,1963861,115,26,Utilities,LOW,STABLE,ANY
417,STI,46,75,3743105,65,45,Financials,HIGH,GROWTH,BUDGET
418,STT,58,104,2568894,81,57,Financials,HIGH,GROWTH,BUDGET
419,STX,35,63,3638800,49,56,Information Technology,HIGH,GROWTH,BUDGET
420,STZ,150,237,2152539,200,43,Consumer Staples,LOW,GROWTH,ANY
421,SWK,106,158,1436827,135,39,Industrials,LOW,GROWTH,ANY
422,SWKS,60,104,2045758,86,51,Information Technology,LOW,GROWTH,BUDGET
423,SYF,22,36,6230596,31,47,Financials,HIGH,GROWTH,BUDGET
424,SYK,145,200,1355192,173,32,Health Care,LOW,STABLE,ANY
425,SYMC,17,29,7960609,22,54,Information Technology,HIGH,GROWTH,BUDGET
426,SYY,59,76,2873273,67,25,Consumer Staples,HIGH,STABLE,BUDGET
427,T,27,36,37334538,32,29,Communication Services,HIGH,STABLE,BUDGET
428,TAP,54,74,2093513,64,31,Consumer Staples,LOW,STABLE,BUDGET
429,TDG,307,469,386723,365,45,Industrials,LOW,GROWTH,ANY
430,TEL,70,103,1905577,86,38,Information Technology,LOW,GROWTH,BUDGET
431,TFX,226,310,341071,267,31,Health Care,LOW,STABLE,ANY
432,TGT,60,90,5079910,77,39,Consumer Discretionary,HIGH,GROWTH,BUDGET
433,TIF,73,142,1823721,110,62,Consumer Discretionary,LOW,GROWTH,ANY
434,TJX,40,57,5471265,49,33,Consumer Discretionary,HIGH,STABLE,BUDGET
435,TMK,70,90,542457,84,24,Financials,LOW,STABLE,BUDGET
436,TMO,203,283,1527324,234,34,Health Care,LOW,STABLE,ANY
437,TPR,31,56,3610485,42,58,Consumer Discretionary,HIGH,GROWTH,BUDGET
438,TRIP,37,69,2273894,54,60,Communication Services,HIGH,GROWTH,BUDGET
439,TROW,85,127,1368319,106,40,Financials,LOW,GROWTH,ANY
440,TRV,111,139,1510532,128,22,Financials,LOW,STABLE,ANY
441,TSCO,58,105,1560855,85,55,Consumer Discretionary,LOW,GROWTH,BUDGET
442,TSN,50,72,2607788,63,36,Consumer Staples,HIGH,STABLE,BUDGET
443,TSS,76,100,1365270,90,27,Information Technology,LOW,STABLE,BUDGET
444,TTWO,84,140,2399250,112,50,Communication Services,HIGH,GROWTH,ANY
445,TWTR,26,48,24680221,34,64,Communication Services,HIGH,GROWTH,BUDGET
446,TXN,88,118,5836261,105,29,Information Technology,HIGH,STABLE,ANY
447,TXT,43,73,1819823,60,49,Industrials,LOW,GROWTH,BUDGET
448,UA,14,23,2866996,19,50,Consumer Discretionary,HIGH,GROWTH,BUDGET
449,UAA,16,25,5240891,21,44,Consumer Discretionary,HIGH,GROWTH,BUDGET
450,UAL,65,98,3443879,82,40,Industrials,HIGH,GROWTH,BUDGET
451,UDR,34,46,1570890,40,28,Real Estate,LOW,STABLE,BUDGET
452,UHS,109,142,759284,125,26,Health Care,LOW,STABLE,ANY
453,ULTA,218,356,944625,274,50,Consumer Discretionary,LOW,GROWTH,ANY
454,UNH,221,288,3414440,255,26,Health Care,HIGH,STABLE,ANY
455,UNM,27,49,2149751,37,61,Financials,LOW,GROWTH,BUDGET
456,UNP,126,172,4122933,151,31,Industrials,HIGH,STABLE,ANY
457,UPS,90,125,3044042,111,32,Industrials,HIGH,STABLE,ANY
458,URI,94,182,1584244,139,63,Industrials,LOW,GROWTH,ANY
459,USB,43,56,7159008,51,24,Financials,HIGH,STABLE,BUDGET
460,UTX,100,144,4401616,126,35,Industrials,HIGH,STABLE,ANY
461,V,119,160,8614422,140,29,Information Technology,HIGH,STABLE,ANY
462,VAR,101,143,684899,120,34,Health Care,LOW,STABLE,ANY
463,VFC,67,97,2239216,84,35,Consumer Discretionary,HIGH,STABLE,BUDGET
464,VIAB,23,34,3949011,30,37,Communication Services,HIGH,STABLE,BUDGET
465,VLO,69,127,3705140,99,59,Energy,HIGH,GROWTH,BUDGET
466,VMC,83,134,1322874,113,45,Materials,LOW,GROWTH,ANY
467,VNO,59,78,960748,70,26,Real Estate,LOW,STABLE,BUDGET
468,VRSK,95,137,806780,116,36,Industrials,LOW,STABLE,ANY
469,VRSN,116,191,823254,153,49,Information Technology,LOW,GROWTH,ANY
470,VRTX,144,196,1442373,174,30,Health Care,LOW,STABLE,ANY
471,VTR,47,66,2227190,58,33,Real Estate,LOW,STABLE,BUDGET
472,VZ,46,62,15633897,54,29,Communication Services,HIGH,STABLE,BUDGET
473,WAB,65,115,1248229,90,56,Industrials,LOW,GROWTH,BUDGET
474,WAT,168,255,592029,204,43,Health Care,LOW,GROWTH,ANY
475,WBA,53,86,6632216,69,48,Consumer Staples,HIGH,GROWTH,BUDGET
476,WCG,193,325,768619,260,51,Health Care,LOW,GROWTH,ANY
477,WDC,34,92,5533841,60,98,Information Technology,HIGH,GROWTH,BUDGET
478,WEC,58,80,1846119,69,31,Utilities,LOW,STABLE,BUDGET
479,WELL,50,79,2208252,67,45,Real Estate,LOW,GROWTH,BUDGET
480,WFC,43,60,21479163,53,31,Financials,HIGH,STABLE,BUDGET
481,WHR,99,168,1172642,132,52,Consumer Discretionary,LOW,GROWTH,ANY
482,WLTW,135,188,677164,156,34,Financials,LOW,STABLE,ANY
483,WM,80,105,1952193,90,28,Industrials,LOW,STABLE,BUDGET
484,WMB,20,32,9585596,27,44,Energy,HIGH,GROWTH,BUDGET
485,WMT,82,106,8278943,93,26,Consumer Staples,HIGH,STABLE,BUDGET
486,WRK,35,67,2191687,49,64,Materials,LOW,GROWTH,BUDGET
487,WU,16,21,5074659,19,26,Information Technology,HIGH,STABLE,BUDGET
488,WY,21,38,4626345,31,59,Real Estate,HIGH,GROWTH,BUDGET
489,WYNN,90,202,2622038,139,81,Consumer Discretionary,HIGH,GROWTH,ANY
490,XEC,56,104,1485412,84,57,Energy,LOW,GROWTH,BUDGET
491,XEL,42,58,3608474,49,32,Utilities,HIGH,STABLE,BUDGET
492,XLNX,63,134,2942271,86,83,Information Technology,HIGH,GROWTH,BUDGET
493,XOM,65,87,12760133,79,29,Energy,HIGH,STABLE,BUDGET
494,XRAY,34,51,2569708,42,41,Health Care,HIGH,GROWTH,BUDGET
495,XRX,19,35,3140785,27,59,Information Technology,HIGH,GROWTH,BUDGET
496,XYL,61,83,1069252,73,30,Industrials,LOW,STABLE,BUDGET
497,YUM,77,102,2023506,88,28,Consumer Discretionary,LOW,STABLE,BUDGET
498,ZBH,97,135,1189479,118,32,Health Care,LOW,STABLE,ANY
499,ZION,38,59,2397854,50,42,Financials,HIGH,GROWTH,BUDGET
500,ZTS,77,103,2366767,89,30,Health Care,HIGH,STABLE,BUDGET
